id	params
1162	q=school 2009 please&rows=10&start=5&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 35,mincount : 7}}
1163	q=city battle 2007 oldid&rows=48&start=9&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 1}}
1164	q=places city about&fq=title:(2009 war)&rows=10&start=3&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 19,mincount : 2}}
1165	q=conference during&fq=description:(requests which)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 14,mincount : 2}}
1166	q=proposals well other&fq=title:(arbitration talk)&rows=64&start=9&json.facet={titles : {type : terms,field : title_t_sort,limit : 20,mincount : 6}}
1167	q=biography school where&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 9,mincount : 2}}
1168	q=school taskforce utc which&rows=51&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 1}}
1169	q=birthday chronological user&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 73,mincount : 2}}
1170	q=march 2008 before&fq=title:(2007 articles)&rows=10&start=10&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 1}}
1171	q=log year one&rows=10&start=10&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 36,mincount : 8}}
1172	q=james men's after robert&fq=description:(article see)&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 5}}
1173	q=asian 2006 other&rows=10&start=5&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 27,mincount : 10}}
1174	q=user case appropriate wikipedia&rows=14&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 1}}
1175	q=michael http&rows=50&start=10&json.facet={titles : {type : terms,field : title_t_sort,limit : 67,mincount : 5}}
1176	q=austria 2009 uss built&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 15,mincount : 1}}
1177	q=album see summary&rows=21&start=21&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 4,mincount : 7}}
1178	q=2007 http&fq=description:(film united)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 11,mincount : 2}}
1179	q=france november&fq=description:(jul reports)&rows=10&start=10&json.facet={titles : {type : terms,field : description_t_sort,limit : 25,mincount : 5}}
1180	q=2008 defaultsort references&rows=21&start=21&json.facet={titles : {type : terms,field : title_t_sort,limit : 23,mincount : 7}}
1181	q=log september&rows=10&start=2&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 1}}
1182	q=quality 2008 before&fq=title:(new defaultsort)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 3}}
1183	q=uss other last&rows=29&start=29&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 8}}
1184	q=linkreports quality comments following&rows=10&start=2&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 36,mincount : 3}}
1185	q=infantry first&fq=title:(football after)&rows=66&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 1}}
1186	q=general december date over&rows=88&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 50,mincount : 5}}
1187	q=may february which candidate&rows=10&start=5&json.facet={titles : {type : terms,field : description_t_sort,limit : 52,mincount : 4}}
1188	q=october text&fq=title:(film 2009)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 4,mincount : 3}}
1189	q=discography wikiproject links second&fq=title:(1.0 2006)&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 63,mincount : 5}}
1190	q=help michael afd afd&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 14,mincount : 1}}
1191	q=review can&fq=description:(spam undo)&rows=0&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 3}}
1192	q=parliament image&fq=title:(candidates talk)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 24,mincount : 6}}
1193	q=duże polish capital category&fq=description:(jpg used)&rows=10&start=5&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 19,mincount : 1}}
1194	q=1.0 may over articles&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 19,mincount : 4}}
1195	q=county year image&fq=description:(linkreports first)&rows=51&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 39,mincount : 6}}
1196	q=language years&rows=53&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 8}}
1197	q=redirects season create list&fq=description:(history 1.0)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 13,mincount : 2}}
1198	q=2000 american&fq=title:(jpg image)&rows=44&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 40,mincount : 1}}
1199	q=district california united&fq=description:(basketball title)&rows=33&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 4}}
1200	q=july more&rows=25&start=8&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 1}}
1201	q=humanities information august&fq=description:(season external)&rows=6&start=3&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 23,mincount : 6}}
1202	q=season date&rows=90&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 18,mincount : 2}}
1203	q=featured city oldid well&fq=description:(coireports link)&rows=76&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 41,mincount : 1}}
1204	q=high author after&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 62,mincount : 2}}
1205	q=2005 checkuser user edit&fq=title:(school first)&rows=17&start=8&json.facet={titles : {type : terms,field : title_t_sort,limit : 51,mincount : 6}}
1206	q=questions january could all&fq=description:(2008 references)&rows=93&start=13&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 61,mincount : 4}}
1207	q=comics now&fq=title:(regiment http)&rows=10&start=2&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 31,mincount : 6}}
1208	q=2008 national indian&fq=description:(january edits)&rows=10&start=3&json.facet={titles : {type : terms,field : description_t_sort,limit : 38,mincount : 2}}
1209	q=editorial station external some&rows=84&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 69,mincount : 3}}
1210	q=desk news&fq=description:(february made)&rows=10&start=5&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 1}}
1211	q=album city university&rows=10&start=2&json.facet={titles : {type : terms,field : description_t_sort,limit : 23,mincount : 1}}
1212	q=august requests subsequent&fq=title:(december you)&rows=75&start=75&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 15,mincount : 1}}
1213	q=votes march below&fq=title:(archive which)&rows=10&start=2&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 24,mincount : 3}}
1214	q=template member date&fq=description:(articles http)&rows=10&start=1&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 10,mincount : 1}}
1215	q=uss history 2006 year&fq=title:(jul linkreports)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 5,mincount : 2}}
1216	q=down film after&fq=description:(2008 title)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 79,mincount : 2}}
1217	q=william archive one&fq=description:(new county)&rows=10&start=3&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 38,mincount : 6}}
1218	q=log articles which&fq=description:(january http)&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 31,mincount : 2}}
1219	q=2008 longd&rows=10&start=2&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 8}}
1220	q=history seasons accessdate years&fq=description:(states category)&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 8}}
1221	q=user article old john&fq=description:(reference 2007)&rows=10&start=5&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 2}}
1222	q=airport where list&fq=title:(wikipedia first)&rows=10&start=2&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 2}}
1223	q=decision linkreports http&fq=title:(2007 further)&rows=10&start=10&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 10,mincount : 4}}
1224	q=season people last&rows=89&start=89&json.facet={titles : {type : terms,field : description_t_sort,limit : 8,mincount : 2}}
1225	q=history united 2007&rows=90&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 66,mincount : 2}}
1226	q=lake disambiguation airports website&rows=22&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 30,mincount : 6}}
1227	q=september cleanup wikipedia talk&fq=title:(team one)&rows=10&start=2&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 3}}
1228	q=history two&fq=title:(season united)&rows=45&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 34,mincount : 1}}
1229	q=asia march image&fq=description:(wikiproject one)&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 58,mincount : 3}}
1230	q=church index.php between&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 6,mincount : 1}}
1231	q=review wikipedia&fq=description:(december committee)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 25,mincount : 5}}
1232	q=candidates south summary while&rows=10&start=1&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 39,mincount : 2}}
1233	q=version film article's&rows=94&start=9&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 4}}
1234	q=editorial years&fq=title:(cup first)&rows=26&start=26&json.facet={titles : {type : terms,field : title_t_sort,limit : 6,mincount : 5}}
1235	q=state january&fq=title:(review talk)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 36,mincount : 1}}
1236	q=deletion register external&rows=30&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 17,mincount : 2}}
1237	q=florida park u.s&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 33,mincount : 1}}
1238	q=germany next&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 10,mincount : 4}}
1239	q=list states american&rows=35&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 4}}
1240	q=march men's born references&rows=10&start=5&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 15,mincount : 3}}
1241	q=0003 0004 57.14 undoafter&rows=32&start=6&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 11,mincount : 1}}
1242	q=article name several&rows=76&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 5}}
1243	q=school class name&fq=description:(reference 2009)&rows=10&start=5&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 19,mincount : 3}}
1244	q=sports defaultsort&rows=46&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 29,mincount : 1}}
1245	q=march party states&fq=title:(states new)&rows=10&start=1&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 26,mincount : 4}}
1246	q=new some cite&fq=title:(coireports 2006)&rows=91&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 23,mincount : 1}}
1247	q=state index.php high&fq=description:(2007 school)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 10,mincount : 5}}
1248	q=jpg use&fq=title:(states state)&rows=25&start=4&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 11,mincount : 2}}
1249	q=u.s team area&fq=title:(york which)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 20,mincount : 1}}
1250	q=template songs&rows=84&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 6,mincount : 2}}
